codigo_cie,nombre,categoria,palabras_clave,sintomas
D0113,Enfermedad celíaca,Enfermedades digestivas,"['ansiedad', 'hipotiroidismo', 'eczema', 'alergia', 'asma', 'inflamación']","['diarrea', 'fatiga', 'mareos', 'vómitos', 'sangrado', 'pérdida de peso']"
D0114,Síndrome de intestino irritable con diarrea,Enfermedades digestivas,"['dolor', 'presión alta', 'infección', 'eczema', 'ataque al corazón', 'diabetes']","['problemas para dormir', 'pérdida de peso', 'sangrado', 'confusión', 'dolor abdominal', 'náuseas']"
D0115,Síndrome de intestino irritable con estreñimiento,Enfermedades digestivas,"['eczema', 'dolor', 'alergia', 'colesterol', 'azúcar en sangre', 'problema digestivo']","['mareos', 'pérdida de memoria', 'hinchazón', 'dolor abdominal', 'vómitos', 'diarrea']"
D0116,Colitis ulcerosa leve,Enfermedades digestivas,"['problema digestivo', 'artritis', 'dolor', 'ataque al corazón', 'presión alta', 'eczema']","['visión borrosa', 'vómitos', 'diarrea', 'dolor torácico', 'dolor abdominal', 'sangrado']"
D0117,Colitis ulcerosa severa,Enfermedades digestivas,"['presión alta', 'alergia', 'ansiedad', 'infección', 'hipotiroidismo', 'diabetes']","['sangrado', 'problemas para dormir', 'pérdida de apetito', 'náuseas', 'hinchazón', 'dolor torácico']"
D0118,Enfermedad de Crohn,Enfermedades digestivas,"['eczema', 'dolor', 'problema cardíaco', 'depresión', 'hipotiroidismo', 'ansiedad']","['vómitos', 'problemas para dormir', 'dificultad para respirar', 'pérdida de memoria', 'sangrado', 'confusión']"
D0119,Reflujo gastroesofágico erosivo,Enfermedades digestivas,"['ansiedad', 'ictus', 'diabetes', 'inflamación', 'infección', 'problema digestivo']","['pérdida de apetito', 'fiebre', 'problemas para dormir', 'tos', 'mareos', 'dolor de cabeza']"
D0120,Hepatitis B crónica,Enfermedades digestivas,"['eczema', 'diabetes', 'alergia', 'colesterol', 'problema digestivo', 'artritis']","['dificultad para respirar', 'fiebre', 'pérdida de memoria', 'problemas para dormir', 'hinchazón', 'náuseas']"
D0121,Hepatitis C crónica,Enfermedades digestivas,"['ansiedad', 'diabetes', 'dolor', 'presión alta', 'azúcar en sangre', 'alergia']","['hinchazón', 'pérdida de apetito', 'dolor de cabeza', 'mareos', 'dolor abdominal', 'pérdida de memoria']"
D0122,Pancreatitis aguda,Enfermedades digestivas,"['problema digestivo', 'ansiedad', 'colesterol', 'depresión', 'eczema', 'artritis']","['confusión', 'pérdida de memoria', 'sangrado', 'hinchazón', 'fiebre', 'vómitos']"
D0123,Pancreatitis crónica,Enfermedades digestivas,"['diabetes', 'dolor', 'inflamación', 'hipotiroidismo', 'ictus', 'artritis']","['tos', 'confusión', 'visión borrosa', 'vómitos', 'dificultad para respirar', 'dolor torácico']"
D0124,Esteatosis hepática,Enfermedades digestivas,"['depresión', 'ataque al corazón', 'asma', 'problema digestivo', 'hipotiroidismo', 'alergia']","['pérdida de apetito', 'fiebre', 'dolor torácico', 'pérdida de memoria', 'diarrea', 'dificultad para respirar']"
D0125,Cálculos biliares,Enfermedades digestivas,"['diabetes', 'problema cardíaco', 'inflamación', 'infección', 'hipotiroidismo', 'ansiedad']","['problemas para dormir', 'náuseas', 'tos', 'dolor abdominal', 'vómitos', 'mareos']"
D0126,Gastritis erosiva,Enfermedades digestivas,"['azúcar en sangre', 'artritis', 'depresión', 'epilepsia', 'asma', 'inflamación']","['dolor abdominal', 'mareos', 'dolor de cabeza', 'dolor torácico', 'náuseas', 'sangrado']"
D0127,Úlcera gástrica,Enfermedades digestivas,"['colesterol', 'epilepsia', 'presión alta', 'problema digestivo', 'diabetes', 'azúcar en sangre']","['mareos', 'pérdida de peso', 'dificultad para respirar', 'náuseas', 'dolor de cabeza', 'confusión']"
D0128,Enfermedad celíaca,Enfermedades digestivas,"['cáncer', 'dolor', 'artritis', 'hipotiroidismo', 'problema digestivo', 'ataque al corazón']","['dolor abdominal', 'visión borrosa', 'dolor torácico', 'tos', 'mareos', 'diarrea']"
D0129,Síndrome de intestino irritable con diarrea,Enfermedades digestivas,"['ansiedad', 'asma', 'cáncer', 'diabetes', 'alergia', 'problema digestivo']","['dolor torácico', 'hinchazón', 'vómitos', 'fatiga', 'pérdida de memoria', 'pérdida de apetito']"
D0130,Síndrome de intestino irritable con estreñimiento,Enfermedades digestivas,"['cáncer', 'ansiedad', 'problema cardíaco', 'eczema', 'presión alta', 'problema digestivo']","['pérdida de peso', 'problemas para dormir', 'tos', 'fiebre', 'vómitos', 'confusión']"
D0131,Colitis ulcerosa leve,Enfermedades digestivas,"['colesterol', 'infección', 'alergia', 'eczema', 'asma', 'presión alta']","['dificultad para respirar', 'visión borrosa', 'sangrado', 'fatiga', 'náuseas', 'dolor de cabeza']"
D0132,Colitis ulcerosa severa,Enfermedades digestivas,"['dolor', 'presión alta', 'eczema', 'depresión', 'diabetes', 'inflamación']","['diarrea', 'fatiga', 'visión borrosa', 'pérdida de peso', 'hinchazón', 'sangrado']"
D0133,Enfermedad de Crohn,Enfermedades digestivas,"['cáncer', 'hipotiroidismo', 'dolor', 'inflamación', 'diabetes', 'colesterol']","['dolor de cabeza', 'fatiga', 'náuseas', 'vómitos', 'sangrado', 'visión borrosa']"
D0134,Reflujo gastroesofágico erosivo,Enfermedades digestivas,"['ansiedad', 'infección', 'problema digestivo', 'alergia', 'diabetes', 'ataque al corazón']","['fiebre', 'náuseas', 'hinchazón', 'mareos', 'pérdida de apetito', 'dolor abdominal']"
D0135,Hepatitis B crónica,Enfermedades digestivas,"['ictus', 'hipotiroidismo', 'artritis', 'problema digestivo', 'epilepsia', 'inflamación']","['visión borrosa', 'confusión', 'dolor abdominal', 'pérdida de peso', 'diarrea', 'pérdida de memoria']"
D0136,Hepatitis C crónica,Enfermedades digestivas,"['azúcar en sangre', 'alergia', 'depresión', 'asma', 'inflamación', 'diabetes']","['fiebre', 'diarrea', 'dolor abdominal', 'sangrado', 'problemas para dormir', 'pérdida de peso']"
D0137,Pancreatitis aguda,Enfermedades digestivas,"['colesterol', 'azúcar en sangre', 'infección', 'ictus', 'cáncer', 'inflamación']","['náuseas', 'confusión', 'dolor torácico', 'dolor abdominal', 'dificultad para respirar', 'vómitos']"
D0138,Pancreatitis crónica,Enfermedades digestivas,"['asma', 'ictus', 'epilepsia', 'cáncer', 'alergia', 'presión alta']","['diarrea', 'dolor de cabeza', 'dolor abdominal', 'dificultad para respirar', 'confusión', 'pérdida de apetito']"
D0139,Esteatosis hepática,Enfermedades digestivas,"['infección', 'presión alta', 'depresión', 'eczema', 'ansiedad', 'asma']","['dolor torácico', 'dificultad para respirar', 'tos', 'fiebre', 'pérdida de apetito', 'dolor abdominal']"
D0140,Cálculos biliares,Enfermedades digestivas,"['alergia', 'eczema', 'cáncer', 'dolor', 'epilepsia', 'problema cardíaco']","['tos', 'dolor de cabeza', 'problemas para dormir', 'pérdida de memoria', 'confusión', 'sangrado']"
D0141,Gastritis erosiva,Enfermedades digestivas,"['problema cardíaco', 'inflamación', 'cáncer', 'depresión', 'azúcar en sangre', 'dolor']","['visión borrosa', 'diarrea', 'vómitos', 'mareos', 'pérdida de apetito', 'dolor torácico']"
D0142,Úlcera gástrica,Enfermedades digestivas,"['artritis', 'problema digestivo', 'cáncer', 'infección', 'problema cardíaco', 'azúcar en sangre']","['fatiga', 'dificultad para respirar', 'diarrea', 'dolor de cabeza', 'náuseas', 'pérdida de peso']"
D0143,Enfermedad celíaca,Enfermedades digestivas,"['colesterol', 'ataque al corazón', 'dolor', 'alergia', 'presión alta', 'artritis']","['diarrea', 'fatiga', 'dolor torácico', 'sangrado', 'dolor de cabeza', 'pérdida de peso']"
D0144,Síndrome de intestino irritable con diarrea,Enfermedades digestivas,"['azúcar en sangre', 'dolor', 'asma', 'presión alta', 'ataque al corazón', 'artritis']","['diarrea', 'fatiga', 'pérdida de memoria', 'náuseas', 'mareos', 'dolor abdominal']"
D0145,Síndrome de intestino irritable con estreñimiento,Enfermedades digestivas,"['ansiedad', 'cáncer', 'eczema', 'problema digestivo', 'problema cardíaco', 'epilepsia']","['náuseas', 'problemas para dormir', 'pérdida de memoria', 'pérdida de apetito', 'dolor torácico', 'dolor de cabeza']"
D0146,Colitis ulcerosa leve,Enfermedades digestivas,"['alergia', 'infección', 'azúcar en sangre', 'problema digestivo', 'ataque al corazón', 'asma']","['vómitos', 'confusión', 'dolor de cabeza', 'fiebre', 'dolor abdominal', 'mareos']"
D0147,Colitis ulcerosa severa,Enfermedades digestivas,"['depresión', 'dolor', 'eczema', 'colesterol', 'ansiedad', 'hipotiroidismo']","['confusión', 'tos', 'sangrado', 'mareos', 'diarrea', 'dolor torácico']"
D0148,Enfermedad de Crohn,Enfermedades digestivas,"['asma', 'dolor', 'eczema', 'inflamación', 'cáncer', 'epilepsia']","['pérdida de peso', 'dolor de cabeza', 'dolor torácico', 'problemas para dormir', 'confusión', 'hinchazón']"
D0149,Reflujo gastroesofágico erosivo,Enfermedades digestivas,"['hipotiroidismo', 'azúcar en sangre', 'epilepsia', 'depresión', 'problema digestivo', 'infección']","['dolor de cabeza', 'fiebre', 'confusión', 'pérdida de peso', 'náuseas', 'pérdida de apetito']"
D0150,Hepatitis B crónica,Enfermedades digestivas,"['alergia', 'hipotiroidismo', 'artritis', 'problema digestivo', 'ataque al corazón', 'ictus']","['dolor torácico', 'dificultad para respirar', 'dolor abdominal', 'náuseas', 'pérdida de apetito', 'sangrado']"
D0151,Hepatitis C crónica,Enfermedades digestivas,"['ansiedad', 'alergia', 'ictus', 'infección', 'presión alta', 'eczema']","['dolor abdominal', 'vómitos', 'fiebre', 'fatiga', 'problemas para dormir', 'tos']"
D0152,Pancreatitis aguda,Enfermedades digestivas,"['dolor', 'azúcar en sangre', 'depresión', 'problema cardíaco', 'eczema', 'problema digestivo']","['sangrado', 'fatiga', 'dolor de cabeza', 'tos', 'visión borrosa', 'diarrea']"
D0153,Pancreatitis crónica,Enfermedades digestivas,"['problema digestivo', 'dolor', 'problema cardíaco', 'inflamación', 'ictus', 'artritis']","['pérdida de apetito', 'pérdida de memoria', 'pérdida de peso', 'vómitos', 'sangrado', 'tos']"
D0154,Esteatosis hepática,Enfermedades digestivas,"['azúcar en sangre', 'hipotiroidismo', 'ataque al corazón', 'epilepsia', 'colesterol', 'dolor']","['hinchazón', 'visión borrosa', 'pérdida de apetito', 'náuseas', 'fiebre', 'dolor abdominal']"
D0155,Cálculos biliares,Enfermedades digestivas,"['problema cardíaco', 'dolor', 'ansiedad', 'asma', 'colesterol', 'cáncer']","['visión borrosa', 'dolor abdominal', 'hinchazón', 'diarrea', 'náuseas', 'vómitos']"
D0156,Gastritis erosiva,Enfermedades digestivas,"['dolor', 'hipotiroidismo', 'colesterol', 'ataque al corazón', 'azúcar en sangre', 'artritis']","['dolor abdominal', 'sangrado', 'dificultad para respirar', 'náuseas', 'fatiga', 'visión borrosa']"
D0157,Úlcera gástrica,Enfermedades digestivas,"['ataque al corazón', 'depresión', 'inflamación', 'alergia', 'presión alta', 'colesterol']","['fatiga', 'pérdida de peso', 'visión borrosa', 'mareos', 'problemas para dormir', 'hinchazón']"
D0158,Enfermedad celíaca,Enfermedades digestivas,"['inflamación', 'epilepsia', 'ataque al corazón', 'colesterol', 'dolor', 'eczema']","['pérdida de apetito', 'dolor torácico', 'dolor abdominal', 'problemas para dormir', 'mareos', 'diarrea']"
D0159,Síndrome de intestino irritable con diarrea,Enfermedades digestivas,"['presión alta', 'infección', 'artritis', 'hipotiroidismo', 'inflamación', 'alergia']","['pérdida de peso', 'sangrado', 'dolor de cabeza', 'vómitos', 'mareos', 'fatiga']"
D0160,Síndrome de intestino irritable con estreñimiento,Enfermedades digestivas,"['presión alta', 'dolor', 'epilepsia', 'problema cardíaco', 'asma', 'infección']","['tos', 'pérdida de memoria', 'mareos', 'pérdida de apetito', 'hinchazón', 'sangrado']"
D0161,Colitis ulcerosa leve,Enfermedades digestivas,"['asma', 'epilepsia', 'eczema', 'colesterol', 'diabetes', 'inflamación']","['sangrado', 'visión borrosa', 'confusión', 'mareos', 'tos', 'dificultad para respirar']"
D0162,Colitis ulcerosa severa,Enfermedades digestivas,"['depresión', 'epilepsia', 'asma', 'eczema', 'presión alta', 'diabetes']","['náuseas', 'confusión', 'dolor torácico', 'dificultad para respirar', 'vómitos', 'problemas para dormir']"
D0163,Enfermedad de Crohn,Enfermedades digestivas,"['artritis', 'infección', 'hipotiroidismo', 'inflamación', 'presión alta', 'dolor']","['problemas para dormir', 'dolor torácico', 'dolor abdominal', 'visión borrosa', 'mareos', 'náuseas']"
D0164,Reflujo gastroesofágico erosivo,Enfermedades digestivas,"['depresión', 'ictus', 'infección', 'epilepsia', 'problema cardíaco', 'cáncer']","['hinchazón', 'fiebre', 'confusión', 'dolor abdominal', 'pérdida de memoria', 'náuseas']"
D0165,Hepatitis B crónica,Enfermedades digestivas,"['cáncer', 'hipotiroidismo', 'presión alta', 'alergia', 'eczema', 'ictus']","['visión borrosa', 'pérdida de peso', 'náuseas', 'problemas para dormir', 'fatiga', 'dificultad para respirar']"
D0166,Hepatitis C crónica,Enfermedades digestivas,"['infección', 'ataque al corazón', 'artritis', 'asma', 'hipotiroidismo', 'problema digestivo']","['diarrea', 'confusión', 'pérdida de peso', 'pérdida de apetito', 'dolor torácico', 'visión borrosa']"
D0167,Pancreatitis aguda,Enfermedades digestivas,"['cáncer', 'alergia', 'infección', 'ataque al corazón', 'eczema', 'depresión']","['hinchazón', 'vómitos', 'tos', 'dolor torácico', 'mareos', 'pérdida de memoria']"
D0168,Pancreatitis crónica,Enfermedades digestivas,"['depresión', 'diabetes', 'hipotiroidismo', 'azúcar en sangre', 'inflamación', 'problema digestivo']","['náuseas', 'fatiga', 'sangrado', 'dolor torácico', 'pérdida de apetito', 'fiebre']"
D0169,Esteatosis hepática,Enfermedades digestivas,"['epilepsia', 'dolor', 'presión alta', 'cáncer', 'alergia', 'depresión']","['pérdida de memoria', 'dolor abdominal', 'mareos', 'problemas para dormir', 'tos', 'pérdida de apetito']"
D0170,Cálculos biliares,Enfermedades digestivas,"['ansiedad', 'dolor', 'cáncer', 'azúcar en sangre', 'colesterol', 'artritis']","['diarrea', 'náuseas', 'pérdida de peso', 'visión borrosa', 'pérdida de memoria', 'pérdida de apetito']"
D0171,Epilepsia del lóbulo temporal,Enfermedades neurológicas,"['ataque al corazón', 'epilepsia', 'dolor', 'infección', 'azúcar en sangre', 'cáncer']","['hinchazón', 'tos', 'confusión', 'visión borrosa', 'náuseas', 'diarrea']"
D0172,Migraña con aura,Enfermedades neurológicas,"['epilepsia', 'colesterol', 'ansiedad', 'azúcar en sangre', 'artritis', 'problema cardíaco']","['dolor de cabeza', 'tos', 'fatiga', 'hinchazón', 'problemas para dormir', 'diarrea']"
D0173,Migraña sin aura,Enfermedades neurológicas,"['diabetes', 'infección', 'problema digestivo', 'dolor', 'colesterol', 'artritis']","['dolor de cabeza', 'náuseas', 'pérdida de peso', 'sangrado', 'visión borrosa', 'vómitos']"
D0174,Esclerosis múltiple remitente-recurrente,Enfermedades neurológicas,"['inflamación', 'cáncer', 'epilepsia', 'depresión', 'asma', 'ataque al corazón']","['dolor de cabeza', 'pérdida de peso', 'tos', 'problemas para dormir', 'vómitos', 'diarrea']"
D0175,Enfermedad de Parkinson temprana,Enfermedades neurológicas,"['ictus', 'azúcar en sangre', 'infección', 'cáncer', 'alergia', 'asma']","['dificultad para respirar', 'dolor abdominal', 'vómitos', 'hinchazón', 'sangrado', 'problemas para dormir']"
D0176,Accidente cerebrovascular isquémico,Enfermedades neurológicas,"['diabetes', 'epilepsia', 'hipotiroidismo', 'dolor', 'ansiedad', 'cáncer']","['pérdida de memoria', 'mareos', 'dolor abdominal', 'fiebre', 'dolor torácico', 'fatiga']"
D0177,Accidente cerebrovascular hemorrágico,Enfermedades neurológicas,"['dolor', 'ataque al corazón', 'problema digestivo', 'artritis', 'problema cardíaco', 'hipotiroidismo']","['pérdida de memoria', 'visión borrosa', 'fiebre', 'dificultad para respirar', 'vómitos', 'sangrado']"
D0178,Neuralgia del trigémino,Enfermedades neurológicas,"['azúcar en sangre', 'dolor', 'problema digestivo', 'infección', 'inflamación', 'artritis']","['dolor torácico', 'dolor de cabeza', 'dolor abdominal', 'vómitos', 'problemas para dormir', 'fatiga']"
D0179,Neuropatía periférica diabética,Enfermedades neurológicas,"['problema cardíaco', 'dolor', 'artritis', 'ataque al corazón', 'inflamación', 'hipotiroidismo']","['problemas para dormir', 'fatiga', 'pérdida de apetito', 'pérdida de peso', 'dolor abdominal', 'hinchazón']"
D0180,Síndrome de Guillain-Barré,Enfermedades neurológicas,"['ictus', 'azúcar en sangre', 'epilepsia', 'eczema', 'alergia', 'artritis']","['diarrea', 'visión borrosa', 'mareos', 'náuseas', 'dolor de cabeza', 'dolor torácico']"
D0181,Epilepsia del lóbulo temporal,Enfermedades neurológicas,"['inflamación', 'alergia', 'artritis', 'presión alta', 'problema cardíaco', 'colesterol']","['fiebre', 'pérdida de apetito', 'dolor de cabeza', 'diarrea', 'fatiga', 'confusión']"
D0182,Migraña con aura,Enfermedades neurológicas,"['inflamación', 'depresión', 'presión alta', 'ansiedad', 'colesterol', 'azúcar en sangre']","['dolor de cabeza', 'náuseas', 'fiebre', 'pérdida de apetito', 'diarrea', 'hinchazón']"
D0183,Migraña sin aura,Enfermedades neurológicas,"['problema digestivo', 'alergia', 'colesterol', 'inflamación', 'presión alta', 'dolor']","['hinchazón', 'pérdida de memoria', 'dolor abdominal', 'vómitos', 'visión borrosa', 'sangrado']"
D0184,Esclerosis múltiple remitente-recurrente,Enfermedades neurológicas,"['epilepsia', 'diabetes', 'depresión', 'colesterol', 'asma', 'ictus']","['dificultad para respirar', 'hinchazón', 'pérdida de apetito', 'dolor de cabeza', 'dolor abdominal', 'náuseas']"
D0185,Enfermedad de Parkinson temprana,Enfermedades neurológicas,"['epilepsia', 'ansiedad', 'problema cardíaco', 'alergia', 'hipotiroidismo', 'ataque al corazón']","['fatiga', 'fiebre', 'náuseas', 'dificultad para respirar', 'hinchazón', 'vómitos']"
